Time [s],X [°/s],Y [°/s],Z [°/s]
23.252,23.19371,65.67483,42.1149
23.25325,21.97299,65.18654,39.42931
23.2545,20.99641,65.18654,37.7203
23.25575,20.26398,63.84375,37.35408
23.257,20.75227,62.50095,36.98787
23.258,19.77569,62.25681,35.40093
23.25925,17.45632,62.01266,34.30228
23.2605,16.96803,60.42573,32.83741
23.26175,16.47974,60.30365,31.61669
23.263,17.09011,59.81536,31.25048
23.264,15.01488,59.44915,29.66354
23.26525,13.55001,57.61806,27.71038
23.2665,13.55001,58.10635,26.97795
23.26775,12.69551,58.96086,26.24552
23.269,11.71893,57.37392,25.39101
23.27025,11.71893,56.76356,23.80407
23.2715,10.37613,55.29869,23.682
23.27275,10.13199,53.71176,23.682
23.274,8.789197,53.58968,22.46128
23.275,8.545053,53.9559,21.85092
23.27625,8.178836,51.7586,20.75227
23.2775,7.32433,52.61311,20.01984
23.27875,6.103609,51.27031,19.77569
23.28,5.493248,50.04959,18.67704
23.28125,5.493248,48.95094,19.89776
23.2825,5.371176,48.58472,18.79911
23.28375,4.150454,48.58472,18.31083
23.285,3.418021,47.24193,18.06668
23.286,2.80766,45.89914,16.96803
23.28725,1.831083,44.55634,16.96803
23.2885,0.1220722,44.06805,17.57839
23.28975,0.2441444,41.62661,18.55497
23.291,-1.342794,41.01625,17.57839
23.29225,-3.173877,41.13832,17.09011
23.2935,-2.197299,38.81895,16.11353
23.29475,-2.197299,36.98787,17.09011
23.296,-4.882887,38.81895,15.74731
23.297,-5.61532,36.98787,15.62524
23.29825,-5.61532,33.69192,15.01488
23.2995,-7.202258,33.56985,13.67208
23.30075,-7.202258,32.34912,14.0383
23.302,-7.202258,31.00633,12.93965
23.303,-9.277485,30.76219,12.45136
23.30425,-10.00992,29.41939,12.57343
23.3055,-9.643702,28.19867,10.86442
23.30675,-10.62028,27.71038,10.62028
23.308,-11.841,27.46624,9.277485
23.30925,-12.69551,26.24552,8.056764
23.3105,-12.69551,26.97795,7.690547
23.31175,-13.67208,25.14687,7.568475
23.313,-14.52659,23.07164,5.859465
23.314,-15.74731,23.92615,5.371176
23.31525,-16.11353,22.94957,4.028382
23.3165,-16.35767,21.97299,3.784237
23.31775,-16.60182,22.21714,3.295949
23.319,-16.2356,20.99641,2.441443
23.32025,-17.82254,20.99641,2.80766
23.3215,-18.18876,19.53155,1.09865
23.32275,-18.79911,19.04326,0.7324331
23.324,-18.67704,17.94461,0.4882887
23.325,-19.2874,16.96803,0.3662165
23.32625,-20.14191,16.72389,0
23.3275,-21.36263,16.47974,-1.09865
23.32875,-21.60678,15.13695,-1.70901
23.33,-21.24056,14.16037,-1.586938
23.33125,-21.60678,13.42794,-1.831083
23.3325,-23.55993,12.93965,-2.80766
23.33375,-25.39101,11.23064,-3.173877
23.335,-25.39101,11.96307,-2.685588
23.336,-25.14687,10.62028,-3.662165
23.33725,-26.73381,10.86442,-3.540093
23.3385,-27.10002,9.521629,-4.150454
23.33975,-26.48966,6.591897,-4.882887
23.341,-29.05318,7.690547,-4.882887
23.342,-28.0766,5.249104,-4.028382
23.34325,-27.83246,4.760815,-5.859465
23.3445,-29.54147,4.516671,-7.446403
23.34575,-29.66354,3.784237,-7.568475
23.347,-30.76219,2.685588,-7.446403
23.34825,-29.41939,1.342794,-7.446403
23.3495,-30.88426,0.9765774,-7.080186
23.35075,-32.4712,1.09865,-8.178836
23.352,-31.73877,0.8545052,-9.277485
23.353,-32.4712,-0.3662165,-9.521629
